comment,label
tài_năng trump rõ_ràng lâu_nay hề đóng_góp đáng_kể biden phó_tướng đỗ vớt thành trạng nguyên lắm,-1
tài_năng thâm_hụt thương_mại 8000 tỷ trump nổi,0
nói_chung vòng_vo tam quốc mờ_nhạt,-1
vấn_đề trump chiến_lược cụ_thể ukraine,0
góc sâu_sát nhân_văn,1
chồng vợ thu_nhập 50 70 triệu chăm toàn thời_gian trẻ chủ học tối_đa 5 cha_mẹ học cha_mẹ ca thời_gian quan_tâm con_cái,0
đồng_ý tác_giả xứng_đáng thần_tượng ngày_nay người_lớn bận_rộn có_thể kết_nối chia_sẻ con_cái gia_đình nề_nếp lắm ổn_định lắm duy_trì hoạt_động,1
mãi câu đừng coi thần_tượng thần sụp tượng đất đá,-1
tối cơm vấn_đề lí_do lí trấu,0
kết_nối nói_chuyện bữa cơm ngủ nghỉ quán cafe nói_chuyện bấm điện_thoại kệ đừng công_việc nguỵ_biện thời_gian,-1
1 bữa cơm tối có_thể nắm_bắt cơm giỏi học mẫu_giáo,1
tất_cả xảy tâm_sự thời_gian quan_sát chơi_đùa làm_việc,0
khoan nhắc idol tiếng phạm_pháp quy_chuẩn đạo_đức nhạc đời tư dựa pháp_luật ranh_giới quyết_định phạm_pháp mờ cổ xúy tiền_lệ xấu,-1
đừng trẻ_con thế_hệ già xu_hướng quan_tâm tác_giả đọc tác_phẩm khoe hình facebok dự ra_mắt sách uống rượu ké tác_giả thơ vanh_vách đời tư diễn_viên đọc chữ sách thơ chữ_kí cho_nên ngạc_nhiên đu idol giới trẻ kì_vọng định_hướng con_cái tìm_hiểu tác_phẩm thay_vì tác_giả,0
đầu_tiên thần_tượng nuôi_nấng hát thức khuya dậy chăm_lo thần_tượng quyền miễn_là đừng đu bạn_bè tâm,0
kiểu cũ lắm 50 giáo_viên vị_trí vững con_cái học_sinh nhắc xu_thế đồng_hành đem trao_đổi học_trò hưu thể_thao âm_nhạc trào_lưu đu đeo tụi cơ_hội uốn_nắn trẻ kiểu nói_chuyện hàng lâm chẳng tác_dụng,1
thời vụ thần_tượng thế_hệ u50 chả thần_tượng bạn_bè thời nghèo chả rảnh đu idol,0
u50 thế_hệ đầu 8x đu idol 1 nam thần_tượng lam trường hát lam trường nữ_thần_tượng đan trường ricky martin đẹp_trai,1
có_thể đấy cá_nhân không_thể đánh_đồng thế_hệ anh_trai 50 bé xem_lại phim võ_thuật lý tiểu long học múa côn nhị khúc nhạc toàn treo ảnh boney m chế linh tuấn vũ ngọc sơn mê maradona roberto bagio tụ_tập đêm kỳ world_cup phim thị_trường việt lý hùng diễm hương lê công tuấn,1
tụi mấy diễn_viên đu đến_nỗi mấy trăm cây_số đợi mấy tiếng cảnh thần_tượng rú hét khóc hít chỗ,-1
thời nghèo chả rảnh đu idol trả_lời điều_kiện dễ_dàng đu bây_giờ xe_cộ tiền mua vé phương_tiện giải_trí_mạng xã_hội thật_ra thời đu hình_thức điều_kiện xã_hội,0
u50 thời 2 3 đại_học tui đu idol hình_thức đu điều_kiện có_hạn tui đu idol tui đu bình_luận rap việt rôm_rả hi,1
mùa thu hà_nội đẹp se lạnh mưa lất_phất man_mát gắn nỗi buồn thời trẻ_trung yêu_đương thất_tình,0
chất hà nội xưa,-1
chất hà_nội đc tùy_nơi tùy_chốn,-1
chính_xác xưa dân_số hà_nội 300 000 dân_số hà nội 8 triệu gấp 30 tạp nham tứ_xứ tỉnh đổ chất hà_nội,-1
8 5 triệu hộ_khẩu đăng_ký cư triệuú triệuọ đăng_ký,-1
cảm_ơn giáo_sư đặng hùng võ chia_sẻ cảm_nhận thu hà nội đăng dịp kỷ_niệm tròn 70 giải_phóng thủ_đô món quà tiếng xứ kinh_kỳ mảnh đất thân_yêu hát hà_nội bốn_phương trời hà_nội nhạc_sĩ hoàng hiệp sáng_tác đêm mùng tết 1982,1
cháu công_tác nước_ngoài thực_sự cảm_nhận nỗi mùa thu hà_nội,1
mùa nồm mưa_phùn,1
cảm_nhận ngụ_cư,0
độ tuổi_tôi trăng suông đẹp trăng rằm trăng rằm,1
hò dô quán nhậu số_ít đông_vậy,0
dô vui giải_tỏa đè_nén kìm_kẹp áp_bức không_thể_hiện tổn_thương coi vấn_đề tiêu_cực thỏa_mãn nhu_cầu ném đá,-1
lạ siêu_thị nằm cạnh quán bia lúc_nào toàn tiếng cười,1
trắc_ẩn món quà quý_giá vận_hành hề dễ_dàng phép chia_sẻ góc người_làm giáo_dục vấn_đề,1
đồng_ý ý_kiến trẻ sâu_sắc trắc_ẩn đồng_bào bão lũ lỗi thật_sự người_lớn,-1
thiển_ý hạn_chế vui_chơi mức_độ quy_mô hoành_tráng bởi_vì khéo_léo có_thể biến lễ_hội trung_thu thành sự_kiện giáo_dục chia_sẻ cháu ví_dụ bớt tiền mua lồng đèn mua quà_bánh đóng_góp quỹ từ_thiện đồng_thời cháu chút niềm vui dịp mả 1 cháu rât mong_đợi,1
vị bác_sĩ_quan dân_ý_kiến vô_cùng thấu_đáo lý tình,1
mất_mát đau_thương trăng rằm sáng_tỏ soi_rọi tâm_hồn bao chia_sẻ khó_khăn,1
thốngườiười kê ước_tính ngườiườiười sản_xuất thực_phẩm khoảngườiười 18 tỷ ngườiười nhưngườiười tỷ_lệ ngườiười đói lươngườiười thực_phẩm khoảngườiười 1 3 dân_số thế_giới trớ_trêu,-1
khổ nỗi giờ_đây bảo luật_pháp cấm cứ_việc_làm biết_đâu văn_minh tử_tế,-1
cám_ơn viết tác_giả tiết_kiệm ngon tiếng học tiết_kiệm đức,1
cửa_hàng đồ hôm_nay ngày_mai mốt vô cứng đá mua kiểu bữa đổ hôm_qua lai bao_nhiêu như_vậy,-1
lãng_phí đồ cảnh đói_kém tương_lai luật nhân_quả,-1
vấn_đề đồ thừa tiếng mấy nuôi heo gà cố cố có_khi hại sức_khỏe,0
gói chỗ sống tái_chế thực_phẩm thừa thành phân_bón nhà_hàng hộp gói đồ thừa tiền kiếm tiền hai mua khẩu_phần đỡ tốn tiền bữa mua dư,-1
hoàn_toàn ủng_hộ tác_giả ngượng sử_dụng suât gia_đình bữa chuẩn_bị bữa nhường thừa cân béo phì,1
tiêu_chí một_tí hộp cất hôm 3 đa_số nấu bữa bữa sức_ăn,0
gia_đình dùng_bữa món no gia_đình hạnh_phúc,1
ăn_uống trách_nhiệm bản_thân cộng_đồng,0
tiền bữa khái_niệm trách_nhiệm có_ăn_chực uống chực sạch tất_cả hạt cơm,0
sức tùy_người tùy tình_trạng sức_khỏe một_số hàng tiếng xuất xuất tương_đương sức trung_bình vì_vậy yếu thừa cố thời_buổi khó_khăn trò nhường gắp dần bãi_bỏ,-1
tiền quyền miễn_là phạm_pháp cuộc_đời,1
tiền xài xài rõ_ràng đừng kêu,0
luật_pháp cấm tiền tiết_kiệm thực_phẩm hành_động trách_nhiệm trách_nhiệm thực_phẩm mua ép,0
xã_hội luật_pháp đạo_đức vi_phạm_pháp_luật phù_hợp thuần_phong mỹ_tục vì_thế vi_phạm_pháp_luật tiếng khinh,-1
lãng_phí tiệc đồ thừa tiện thí_dụ tiếp đồ gom đồ hỏng nộm đặc_biệt bữa tiệc đông tiệc cưới bữa tiếp cố bình_thường sót đồ thừa tí_chút tiện gom đồ công_tác,-1
tui nè thừa tí nhân_viên share cảm_ơn đấy,1
đồng_ý lắm tiệc dừng món lẩu đừng cố bình_thường 80 bao_tử always,-1
sinh hà_tĩnh học_tập hiện làm_việc hà_nội quê miền biển thậm_chí bơi theo_dõi bộ_môn bơi paralympic vđv gabrielzinho tứ_chi băng đích cảm_thấy xấu_hổ bản_thân tiếp động_lực thời_gian học bơi,-1
clip gái ấn độ thi bắn cung thực_sự xúc_động rưng đấy đối_với khâm_phục ý_chí,1
42 tập yoga 1 lười 1 quyết_tâm tập yoga thành_tích thể_thao vận_động_viên quyết_tâm kiên_trì yêu môn thể_thao ý_chí cực_kỳ kiên_cường khâm_phục vận_động_viên khuyết_tật,1
đồng_ý tác_giả nỗ_lực bền_bỉ kiên_định tập_trung con_người mục_đích vươn giới_hạn vẻ đẹp nhau_vẻ đẹp nhân_bản thân_thể khuyết,1
đầu_tư thể_thao tài_trợ việt nam nước_ngoài tài_trợ vận_động_viên khuyết_tật cực_kì nhỏ_bé doanh_nghiệp tài_trợ kèm lợi_ích tiếng tài_trợ môn vận_động_viên sức hút,0
ý_chí khuyết_tật hỗ_trợ xã_hội,1
thể_thao việt nam thế_giới bóng_đá nữ vận_động_viên khuyết_tật cờ_vua môn đầu_tư ít_nhất nghịch_lý,-1
bố_mẹ hàng khám bảo_hiểm thông_báo thuốc chỉ_định ra_hiệu thuốc a mua chán lắm cụ bảo đòi_hỏi thuốc khéo khám,-1
bệnh_nhân mua kim chuyền,-1
thực_trạng,1
khéo khám cay,0
cầm đơn mua bác_sĩ bác_sĩ bảo nhà_thuốc mua 1 2,0
bảo_hiểm y_tế kết_dư,0
thuốc bệnh_viện,-1
sản_xuất thuốc lãnh_địa béo_bở chi_phí thuốc có_thể gấp 1000 chi_phí thuốc cho_nên lợi_ích tập_trung,-1
buôn_bán thuốc lợi_nhuận nhà_thuốc kinh_doanh,0
người_nhà,0
thử cầm 1 toa thuốc bệnh_viện chênh_lệch hóa_đơn nhiêu,0
mấy công_ty sản_xuất thực_phẩm chức_năng sống mặt_hàng thuốc ép tiếng tiền thuốc vốn tiếng chả sản_xuất đấy,-1
nhầm lợi_nhuận thuốc chi_phí sản_xuất thuốc công_ty dược,1
thuốc chẵn lợi bao_nhiêu 1000 chi_phí giá_thành chi_phí sản_xuất thuốc hoa_hồng tâm thuốc chất_lượng vô_tâm thuốc hoa_hồng,-1
chi_phí thuốc có_thể gấp 1000 chi_phí thuốc câu vấn_đề,0
vấn_đề tranh_cãi lập_luận thuốc chữa bệnh mặt_hàng thiết_yếu kiếm lợi_nhuận kia lập_luận lợi_nhuận béo_bở tiền nghiên_cứu thuốc vốn rủi_ro thất_bại,-1
vấn_đề rạch_ròi đấu_thầu công_ty đấu_thầu thành_công giá đấu_thầu không_thể lợi_nhuận hồi_tố truy bắt cán_bộ công_ty thuốc kinh_tế thị_trường khống_chế giá thuốc lợi_nhuận sản_phẩm,-1
qui_định qui_định thuốc lãi lãi sai bao_nhiêu,-1
tranh_cãi vụ_việc đấu_thầu công_ty giá trúng_thầu công_ty hỗ_trợ tiền vật_phẩm cơ_sở vật_chất bệnh_viện ảnh_hưởng giá thầu một_số công_ty dược trá_hình ngành lập đấu_thầu xem_xét khía_cạnh không_thể cào_bằng tất_cả công_ty công_ty làm_ăn chân_chính công_ty cán_bộ lập công_ty chân_chính nhập_khẩu y_tế dám làm_vì sợ sai_phạm,-1
thuốc bảo_hiểm toàn thuốc giá rẻ hiệu_quả điều_trị kém lắm,-1
bảo_hiểm y_tế có_lẽ nằm viện phẫu_thuật,0
phẫu_thuật thuốc vật_tư y_tế,1
thuốc mừng hiện_tại thuốc người_bệnh khôngìa,1
sai chi_phí bảo_hiểm y_tế nhẹ_nhàng hiện_nay thuốc rẻ thành_công,-1
lợi tâm_lý cơ_chế thay_đổi phù_hợp,-1
không_khéo vướng lao_lý như_chơi dính bây_giờ cẩn_trọng phấn_đấu bao_nhiêu dính chàm xong,-1
bảo_hiểm y_tế quốc_gia chủ_trì đấu_thầu thanh_toán bệnh_viện đỡ thời_gian công_sức,0
phàm dễ_dàng đơn_giản thất_nghiệp thành_phần xã_hội,-1
tham_gia thời_gian xong rút đấy nổi_nhiệt,-1
làm_sao bệnh_viện thuốc mà_đấu,-1
đơn_giản thử 1 viện tỉnh_thành_phố mấy thầu bệnh_viện nghỉ lắm,-1
chẳng_qua 1 kia chả,-1
bảo đọc nghiên_cứu dược việt nam bảo nghiên_cứu ngành số_lượng chất_lượng gia_tăng thời_gian đấy kể_hóa dược ngành cực_kì ô_nhiễm nhập_khẩu nguyên_liệu thô nâng năng_lực bào_chế hợp_lý,1
lý_thuyết,0
cố_gắng dính bệnh dính bệnh thuốc giá rẻ dính bệnh trước_tiên môi_trường sống an_toàn ô_nhiễm,1
chân trụ nghành dược phát_triển 49 30 tiếng tự_tin công_nghệ quản_lý,-1
việt nam sinh đẻ muộn thế_giới phát_triển 3 4 trăm cạnh_tranh giá_thành chất rẻ nhập phát_triển nền_tảng làm_sao nước_ngoài có_thể chuyển_giao công_nghệ người_ngoài chém gió câu_chuyện hoàn_toàn khác_biệt,-1
ngành dược công_ty chúng_tôi xuất_khẩu hầu_hết nước_lớn thế_giới đấu_thầu bệnh_viện giá cạnh_tranh nổi thuốc giá rẻ ngon rẻ vấn_đề chất_lượng dược_phẩm vấn_đề lưu_tâm kính đề_nghị cơ_quan_chức_năng tăng_cường giám_sát giám_sát_thực giám_sát kiểu giao như_vậy mong ngành công_nghiệp dược phát_triển cạnh_tranh,-1
khám chữa bệnh bảo_hiểm hiện_nay sử_dụng thuốc ngoại thuốc xk chi_phí quỹ bảo_hiểm xã_hội bảo_hiểm y_tế cân_đối ngoài_ra thủ_tục đấu_thầu phức_tạp,-1
ngành dược ngành đặc_biệt quản_lý chặt_chẽ nhà_nước hiện_nay tiếng dễ_dàng mua thuốc_tây kể_cả biệt_dược tiệm mớ rau cá tiên_tiến quản_lý chặt_chẽ đơn vi_phạm xử_lý phạt buộc đóng_cửa hàng nhập hàng chênh_lệch chất_lượng thực_phẩm chức_năng đông_y gia_truyền quản_lý chặt,-1
tiên_tiến sai nền_tảng không_thể so_sánh tất_cả quá_trình doanh_nghiệp thôn_tính vấn_đề quản_lý thị_trường,-1
tiên_tiến đề_cập quanh đna thuốc cửa_hàng tiện_lợi,1
ví_dụ 1 quốc_gia đông nam sing quản_lý thuốc nghiêm_ngặt thông_qua 1 cơ_quan quản_lý y_tế quốc_gia health sciences authority hsa quy_định thuốc kê đơn biệt_dược toa bác_sĩ lưu_hành bệnh_viện nhà_thuốc kê đơn thực_phẩm chức_năng tự_do nhà_thuốc cửa_hàng tiện_lợi ghi nhãn hướng_dẫn rõ_ràng hsa phê_duyệt,-1
viết nêu tồn_tại ngành công_nghiệp dược đề_xuất giải_pháp nêu hướng xử_lý doanh nghệp dược,-1
singapore 10 000 sđk 1 200 hoạt_chất nhật 10 000 sđk 1 600 hoạt_chất việt nam 22 000 sđk 800 hoạt_chất giải_pháp hoạt_chất sđk,0
bác_sĩ giờ_đây ỷ cận lâm_sàng mài rũa khả_năng chẩn_đoán dựa triệu_chứng lâm_sàng chịu_khó vận não suy_luận trực_giác nghề_nghiệp nói_chung kém đừng chê trực_giác cực_kì quí_giá thử bệnh_viện tư phóng_tay xn tiền nhàn thân bác_sĩ ngày_nay thế_nào,1
trực_giác mời ban ra_hiệu thuốc đông_y chẩn trị giá_trị trực_giác thầy_thuốc bắt_mạch đàng_hoàng phóng_tay xét_nghiệm,-1
bác_sĩ kết_quả xong chả thèm đọc ghi đơn rào ức thời_gian tiền_bạc,-1
bác_sĩ phòng_khám khám qua_loa 2 phút out bệnh,-1
ỷ_lại nghề y học đa_số sinh_viên y_khoa_học trường thế_nào,-1
xét_nghiệm bắt_buộc đa_phần quy_trình khám chữa bệnh,0
thăm khám chỉ_định xét_nghiệm siêu_âm v v,1
trực_giác linh_cảm thời_gian nhất_thiết tích_lũy lâm_sàng khám bệnh hời_hợt làm_sao tích_lũy bệnh_nhân chỗ tưởng suy_nghĩ hôm gọi bệnh_nhân khám thời e,-1
dám chứng_tỏ ngành hiểu_biết thực_tế ngày_nay bác_sĩ tận_tâm nghề kinh_tế thị_trường chi_phối bác_sĩ khám qua_loa làm_sao có_thể chẩn_đoán lâm_sàng dựa trực_giác xét_nghiệm xong vì_thế mong_chờ dữ_liệu kết_quả khả_quan,1
bác_sĩ xét_nghiệm chụp chiếu kết_quả chính_xác kết_quả chụp chiếu xét_nghiệm cận lâm_sàng đoán bệnh cảm_tính kinh_nghiệm coi_chừng đau_đầu mổ chân_vậy học_tập siêng_năng yêu nghề hết_lòng người_bệnh tích_lũy kinh_nghiệm khám chữa bệnh bệnh_nhân,0
kết_quả cận lâm_sàng giấy trắng mực đen vấn_đề bác_sĩ trực_giác bác_sĩ xong chẩn_đoán chuẩn đoán khả_năng môi_trường làm_việc,-1
bác_sĩ thời học bắt_mạch đông_y đông_y xác_định cực_kỳ,1
bắt_mạch tây_y chúng_tôi máy bắt_mạch gọi monitor bắt_mạch cực_kỳ chuẩn sai 1 ms mili giây kết_quả 10s hạn_chế phương_pháp bắt_mạch truyền_thống tra_cứu gogle kết_quả,1
hehe 2 mặt đánh_giá lâm_sàng thời nguyên_tắc đông_y âm dương ngũ_hành nói_chung huyền học tây_y chú_ý_muốn bắt chuẩn âm dương ngũ_hành tức_là học kinh dịch luận thực_sự khám đông tây case bản_thân thực_sự xét_nghiệm lâm_sàng tây_y đông_y hướng chính_xác ah,1
đọc bình_luận làm_việc liên_quan ngành y hoá_ra học y_khoa học trường viết nấu_ăn k,0
trực_giác mời ban ra_hiệu thuốc đông_y chẩn trị giá_trị trực_giác thầy_thuốc bắt_mạch đàng_hoàng phóng_tay xét_nghiệm,-1
lĩnh_vực số_lượng dữ_liệu đầu_vào chính_xác y_học toán_học 1 2 bệnh hiếm bệnh đồng thuận chẩn_đoán điều_trị phát_triển hỗ_trợ bác_sĩ thay_thế_thì không_thể vai_trò con_người y_khoa cực_kỳ bác_sĩ kinh_nghiệm 20 năm_học_tập làm_việc thực_tế bệnh_nhân không_thể truyền_đạt hoàn_toàn 1 cỗ máy,1
tư_duy khám chữa bệnh thiên lý_tính vật_chất hiện_nay thay_thế bác_sĩ nhãn_tiền con_người chỗ cảm_tính kết_hợp hài hòa 2 khoa_học nói_chung chữa bệnh nói_riêng trở_nên hoàn_hảo,1
1 công_cụ hiện tiềm_năng khai_phá đặc_biệt sau_này ống_nghe bác_sĩ bác_sĩ ống_nghe bác_sĩ ống_nghe bác_sĩ hầu_như vô_dụng,-1
thực_tế 20 kinh_nghiệm chính_xác thông_tin 30 cuộc_đời bác_sĩ dựa triệu_chứng dựa cử_chỉ nét mặt kinh_nghiệm sống tình_hình môi_trường xung_quanh vô_vàn quy linh_cảm,-1
dữ_liệu mênh_mông một_vài triệu_chứng liệt_kê 50 chứng_bệnh bác_sĩ mò kim đáy bể,-1
phân_tích cặn_kẽ tỉ_mỉ cảm_ơn chia_sẻ tác_giả mong công_trình nghiên_cứu thời_gian đáp_ứng yêu_cầu cần_thiết chẩn_đoán bệnh hy_vọng,1
xu_hướng tất_yếu trí_nhớ kiến_thức con_người không_thể chứa_đựng xử_lý thông_tin cơ_sở dữ_liệu y_khoa 1000 đổ có_thể,1
con_người có_thể học lưu truyền có_thể học chờ tiến_bộ xã_hội khỏe_mạnh tốt_đẹp,1
vạn_năng chuyên_môn đũa thần có_thể giải_quyết vấn_đề thích_hợp một_số ngành_nghề hiệu_quả kinh_tế ứng_dụng hẹp nguồn_lực có_hạn doanh_nghiệp đầu_tư lợi_ích có_thể thay_vì lợi_ích mơ_hồ tương_lai,-1
chuẩn đón giúp_ích ngườihèo thay_vì bệnh_viện tốn chi_phí tuy_nhiên bằngười bác_sĩ,1
thực_ra bảo_hiểm y_tế hầu_hết khám bệnh ngoại_trú thuốc miễn_phí không_thể xét_nghiệm kết_quả chẩn_đoán thực_sự kém,-1
thuốc rẻ hoa_hồng thuốc biệt_dược thương_hiệu nổi_tiếng tiền hoa_hồng giám_đốc bệnh_viện mua thuốc,-1
trần bảo_hiểm y_tế nghĩa_là cơ_sở y_tế giới_hạn tiền bảo_hiểm y_tế chi_trả bệnh_viện đấu_thầu thuốc rẻ_tiền hoạt_chất trần bảo_hiểm y_tế,0
tiền thuốc bảo_hiểm y_tế toàn thuốc generic 4 5 thuốc kê biệt_dược gốc thuốc generic 1 giá có_thể chênh chục trăm hoạt_chất tá_dược bào_chế hiệu_quả,-1
khám bệnh lúc_nào bác_sĩ kê đơn thuốc bảo_hiểm y_tế thuốc bảo_hiểm y_tế uống thuốc bảo_hiểm y_tế uống thuốc thuốc bảo_hiểm y_tế thuốc dỏm bảo_hiểm y_tế tiền mua không_đâu tại_sao chênh_lệch,-1
cơ_chế đấu_thầu tiếng kéo_theo đấu_thầu giá trúng không_thể đòi_hỏi ngon bổ rẻ ngon bổ rẻ rẻ trúng_thầu,0
thắc_mắc bảo_hiểm y_tế bảo_hiểm y_tế đơn_vị thuốc cơ_sở y_tế thuốc ngoại danh_mục thuốc bảo_hiểm y_tế,-1
hoàn_toàn,0
vấn_đề quan_trọng công_ty dược sản_xuất chế_biến đóng_gói thuốc nhượng quyền thuốc generic kiểm_soát visa,-1
hic,-1
trường_hợp người_nhà dị_ứng thuốc châu âu uống thuốc việt_nam dị_ứng chứng_tỏ quy_trình sản_xuất thuốc việt nam vấn_đề thành_phần ghi nhãn tác_dụng tất_cả quả_thực tin_tưởng thuốc nội_địa,0
bảo_hiểm y_tế 500 nghìn chừng đóng 10 lương mỹ thuốc xịn lương 300 triệu bảo_hiểm giá 30 triệu,1
thuốc bảo_hiểm y_tế phần_lớn thuốc thông_dụng sản_xuất chất_lượng kém thuốc ngoại đương_nhiên hiệu_quả điều_trị không_thể,-1
bệnh_viện thuốc sỹ kê đơn xong bảo cổng bệnh_viện,-1
gian_dối lọc lừa mánh khóe khắp mệt_mỏi,-1
thuốc bảo_hiểm y_tế miễn_phí đợi đấu_thầu quy_định bệnh_viện chẳng_thể thuốc nhà_thuốc nhập tiền trao cháo múc chẳng chờ_đợi tất_nhiên sẵn,-1
công_tác đấu_thầu thuốc bác_sĩ bác_sĩ ăn_tiền thực_phẩm chức_năng,0
thuốc cơ_chế thuốc bhyt nên_người dân khổ,-1
toàn bảo bệnh_nhân hiện_tại bệnh_viện thuốc đơn thuốc mua uống,-1
mua biệt_dược việt_nam,1
website thuốc bảo_đảm khoảng_cách 200m cựu_thể tui vợ tui nằm giường hiệu thuốc mua khoảng_cách 2 hiệu thuốc 0 thế_thì giá thuốc ái_chà,-1
tâm_trí con_người củ_hành lớp vỏ bao_bọc lồng_ghép lớp đặc_điểm kiểu tổn_thương 7 lớp kiểm_soát 7 lớp chữa dứt_điểm tâm bệnh,-1
xe_máy kiểm_soát tất_cả chi_tiết 1 phức_tạp tâm_lý thiền có_thể không_thể vạn_năng,-1
thiền tác_dụng hoàn_cảnh tự_giác_ngộ mong_muốn buông muộn_phiền rối nhiễu thậm_chí có_thể tách tác_nhân bệnh bác_sỹ tâm_thần nghề hàng tiếp_xúc người_bệnh dừng đc,-1
hành thiền có_thể thiền hoàn_toàn chữa vấn_đề tâm_lý giúp lo_âu căng_thẳng đặc_biệt nóng_nảy bớt gia_đình bố_mẹ vợ_chồng hành thiền mâu_thuẫn giải_quyết nhẹ_nhàng,1
thiền rộng_lớn có_thể trải nghiệm phương_pháp khía_cạnh thiền,0
thiền nguy_hiểm nha tập tẩu_hỏa_nhập ma ảnh_hưởng xấu sức_khỏe tinh_thần thể_chất,-1
2 mặt tác_dụng sai hiểm_nguy cho_nên trang_bị hiểu_biết sai,-1
đồng_ý thiền linh_hoạt diệu_dụng đa_số tiếp_cận hình_mẫu cứng_nhắc thiền kiết già hướng tác_dụng nhỏ_bé thiền lắng suy_nghĩ cảm_xúc,1
tâm_trí con_người đơn_giản 7 lớp đơn_giản khoa_học nát_óc nghiên_cứu bao_nhiêu ngoài_ra phương_pháp phù_hợp phù_hợp đề_cao phương_pháp thiền theo_đuổi,0
óc lớp vỏ nằm cho_nên nát_óc khám_phá lớp sâu lý_do thiền,0
tắt suy_nghĩ bất_cứ lúc_nào thành_tựu hữu_ích cuộc_sống công_việc,1
đồng_ý hai điều_trị khoa sức_khỏe tâm_trí bệnh_viện trung_ương huế vấn_đề rối_loạn lo_âu lan_tỏa hầu_như bệnh thuyên_giảm phân_nửa bác_sĩ chuyên_khoa 2 khuyên có_lẽ ngồi_thiền đừng thuốc_tây dừng uống thuốc học khóa thiền đầu 2022 cảm_thấy khỏe hẳn công_tác bình_thường,-1
tùy quan_niệm suy_nghĩ mà_lại sinh nhận_thức suy_nghĩ_suy_nghĩ có_thể hình tướng niệm tưởng thức phạm_vi suy_nghĩ biểu_hiện niệm tưởng cho_nên tắt suy_nghĩ thức thức trạng_thái cảm_xúc tinh_thần,1
hợp_lý,1
phao cứu_sinh hiểu_biết tâm_lý_học giúp con_người điều_chỉnh hành_vi cảm_xúc trạng_thái tinh_thần lợi_ích đời_sống công_việc,1
bác_sĩ bác_sĩ nằm tổ_chức bộ_máy bệnh_viện bệnh_viện phòng_khám tư_vấn bác_sĩ tương_tự ngành thanh_tra kiểm_toán thanh_tra nội_bộ kiểm_toán chất_lượng nội_bộ aqr thế_thì đầu_ra,0
lái_xe giả_sử chở bệnh_nhân_tâm_thần đối_diện thần_sắc tinh_thần tinh_thần chắc_chắn,1
nghề lái_xe bệnh nghề_nghiệp có_thể bệnh liên_quan tâm_lý buồn_ngủ lái_xe dạng bệnh tâm_lý vì_thế quy_định lái_xe liên_tục 4 tuy_nhiên lái_xe quy_định công_việc chi_phí v,-1
thành luật,-1
covid 19 ám_ảnh tphcm không_thể xem_thường cảm_ơn bác_sĩ cảnh_báo,1
lo anti vaxcxin ngày_càng lôi_kéo mở_rộng kiểu đa_cấp cục kỳ nguy_hiểm y_tế nước_nhà,-1
thực_sự vacine ổn ngại vacine thực_sự ổn có_thể ca_tụng dẫn_chứng số_liệu chứng_minh thực_tế khác_biệt hoàn_toàn đấy tiếng tiêm adua,0
trách_nhiệm sức_khỏe bản_thân,0
nói_chung tác_dụng phụ tùy_cơ_thể dịch_bệnh căng_thẳng đột_tử tiếng cơ_chế phòng_tránh kịp_thời sử_dụng thuốc_bổ_sung vacxin giúp cơ_thể nhận_biết bài_trừ bệnh cơ_thể coi bệnh phản_ứng trường_hợp chấp_nhận đại_dịch,-1
đại_dịch đối_tượng nguy_cơ tử_vong covid đặc_biệt hậu covid,-1
hậu covid kinh_khủng 29 hậu covid ho liên_tục 1 đỡ khám bác_sĩ tưởng làm_việc môi_trường cực_kì độc_hại phổi hiện_tại yếu,-1
quan_trọng khẩu_trang chống vius,0
chống giọt bắn hạn_chế virus,-1
chống chắn,0
chống hoàn_toàn chắc_chắn giảm_thiểu khả_năng lây nhiểm ngoài_ra khẩu_trang bụi mịn tác_nhân hại phổi dịch covid xảy duy_trì thói_quen đeo khẩu_trang có_thể vậy_mà nhiễm covid,0
tui ngạc_nhiên ho sốt có_thể covid bệnh_viện trạm_xá nhân_viên y_tế thử covid bây_giờ covid đại_dịch pandemic virus nguy_hiểm mỹ cảnh_báo thường_xuyên,1
kiệt_quệ 2021 2022 xong lãng_quên đau_buồn,-1
ho kéo_dài khám bác_sĩ cảnh_báo covid lắm,0
khẩu_trang ngăn lây_nhiễm xung_quanh đeo e hiệu_quả lắm,-1
tập thể_thao thường_xuyên covid,0
thế_giới đeo,0
đeo covid nguy_hiểm đợt đại_dịch bùng_phát đeo khẩu_trang,-1
thế_mà người_bệnh người_nhà kiểm_tra sức_khoẻ tại_chỗ nhắc_nhở đeo khẩu_trang đảm_bảo_an_toàn cá_nhân xung_quanh phản_ứng đeo ấm_ức,-1
bố_mẹ tiêm vacin làm_sao gogle chỗ tiêm vacine covid dịch_bệnh lãng_quên cao_tuổi yếu_thế,0
viết tác_động cảnh_giác dân tiêm ngừa hệ_thống y_tế chủ_quan cầu trời đừng bùng_phát dịch_bệnh ta,-1
cúm để_ý triệu_chứng giống_hệt mắc covid nhẹ,0
chỗ tiêm vacin covid nhi,0
trung_tâm tiêm_chủng,1
trung_tâm tiêm_chủng bệnh_viện phòng tiêm_chủng vci,1
vnvc vci tổ_chức quốc_gia tập_hợp đại_diện cộng_đồng doanh_nghiệp doanh_nhân í,1
có_điều tiền miễn_phí,-1
website vnvc bảng giá vacine covid,0
