content,label
Song đây cũng là 1 sản phẩm đáng để đầu tư,1
"mạnh, số 1 dùng tay giữ mũi ko được Chất lượng sản phẩm tuyệt vời",1
Shop vui lòng cẩn thận giúp mình để tránh mất thời gian 2 bên ạ,2
Chất lượng sản phạm rất xau,2
"Áo vải đẹp,mềm và mát",1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm tạm được.chưa giặc nên kg bít có tổ kg nhưng vẫn cho 5 sao,1
Chất vải đẹp nhưng áo hơi vàng,1
Chất lượng sản phẩm cũng được,0
Thất vọng về sản phẩm khi nhận được,2
chất lượng tuyệt vời ngoài mong đợi :> Thời gian giao hàng cực nhanh luôn :3,1
Guddd,0
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
Mua shop dài dài 😍😍,1
Dùng 2 ngày mà cảm giác da khác hẳn,1
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,1
Shop này đáng tin tưởng nhất,1
Đóng gói hàng rất đẹp,1
Chất vải mềm mịn,1
Lsau sẽ ủng hộ shop tiếp,1
"Hàng đẹp y hình, Chất lượng sản phẩm tuyệt vời, Rất đáng tiền",1
"Quần mặc như không ý, rất thích",1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
"Áo hơi ngắn , mình 1m60 mặc bị ngắn",2
"Chất lượng sản phẩm tuyệt vời, từ chất vải đến form đến màu đều như hình, rất ok luôn, lần đầu mua nhưng rất hài lòng",1
Chất lượng sản phẩm tuyệt vời,1
Áo rất nhỏ hơi thất vọng vì mình đã nhắn báo số kg mà shop ko nhiệt tình tư vấn,2
Ko phát ra tiếng Chất lượng sản phẩm rất kém,2
Ko giống như hình,2
Giao nhanh ok,1
"Không đáng tin cậy,tư vấn size nhưng đến khi giao đưa áo bé size quá to.nhưng ko giải quyết đổi hay j cho khách nhắn tin ko trả lời",2
Lúc đầu check k kỹ nên nghĩ là váy khuy,1
"Đóng gói sản phẩm rất đẹp và chắc chắn, người giao hàng rất tử tế, nói chuyện rất lịch sự với khách hàng",1
Đóng gói sản phẩm rất đẹp và chắc chắn!,1
Quá tệ,2
Giao hàng nhanh!,1
Đóng gói sản phẩm rất kỹ càng,1
Chất lượng sản phẩm tuyệt vờ.i Đóng gói sản phẩm rất đẹp và chắc chắn.Shop phục vụ rất tốt,1
Mình mặc lên rất vừa và đẹp,1
K hài lòng về màu sắc vì sp bị trùng lặp màu nhiều,2
đặt màu trắng mà giao màu đen,2
",MÀU ÁO BÊN NGOÀI TƯƠI HƠN TRONG HÌNH",2
Chúc shop buôn may bán đắt nha,1
Nhưng bị lỗi ở khóa cài nhưng thôi ko đổi,1
Chất lượng sản phẩm tuyệt vời,1
Rất chịu,1
Váy cực xinh luôn ạ,1
Chữ in kh rõ giặt là bong ngay hết,2
"Shop làm ăn uy tín,tư vấn nhiệt tình,có sao nói vậy, test máy rất kỹ",1
Nỉ cực mỏng,2
Cảm ơn shop và sẽ mua son của shop dài dàiii,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,",1
Đường may cẩu thả,2
Hàng sd tốt lắm,1
Chất lượng sản phẩm tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền,1
Áo xinh lắm ạ,1
rẽ,1
Ba lo dễ thương lắm,1
Sp giống như hình,0
Thời gian giao hàng rất nhanh,1
Ok,1
Thíc lắm ạ ❤❤,1
Hi,1
Quả thực mặc không dc,2
"khăn sai số quá lớn,theo hình mình chụp thì gấp đôi khăn lại thì phải đo được 2 lần thước như vậy mới 120cm nhưng chổ dư còn lại ko đc 30cm thì các bạn biết lệch ntn rồi.sp ghi 60×120 nhưng thực tế chỉ 52×98. các bạn mua khăn nên lưu ý nếu muốn mua khăn to như mong muốn. hơi bị thất vọng",2
Vải rất đẹp,1
Miếng vá nhỏ tí,2
"Áo chất đẹp, rộng rãi thoải mái, không dễ nhăn, 1 sao vì giao hàng chậm",2
Nhưng ksao,0
"Cảm thấy hơi tiếc khi đã mua trước khá nhiều, giá rẻ hơn 1/2 mà chat luong so vơi nhau ko khác :)",1
Nếu bạn có ý định mua thì nên mua lên 1 size so với size giày mình hay mang,0
"vải đẹp , vừa form người nhỏ",1
Bù lại vải đẹp mát❤️,1
Nhỏ,0
Đường may lỗi,2
Buồn cho shop ghê :)))),2
Hang dep.nhung chat lieu vai day va nong,0
"Chat Liêu tốt , I like ít",1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.chất áo quần dày dặn,1
Tốt với tầm giá,1
:),0
"Khá bực mình và thất vọng vì khoá kéo áo, dây rút áo, vải áo là 3 màu khác nhau",2
Shop tư vấn nhiệt tình,1
"Bình thường mình mặc size 34 vừa, nhưng form áo này hơi nhỏ thì phải",2
"Chất lượng sản phẩm tuyệt vời, vải tốt tiếp tục chuyển sang shop",1
"Son dưỡng ẩm cũng ổn, gấu đẹp",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Giày rất đẹp giá rẻ so với chất lượng giày còn bao gồm cả hộp và tất tặng kèm,1
Vừa thử vào đã rách đáy,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Đã mua 5 con làm quà tặng,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.hàng rất đẹp,1
Bộ đồ được nhưng size L s rộng quá,0
Tai nghe fake nhưng cũng ok,1
"Shop nhiet tinh, dễ thương",1
Đeo rất dễ tuột,2
Sản phẩm đẹp nhưng do đặt size m nên hơi rộng.,1
Dưới là 1 số hình ảnh mình chat với shop !!,2
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn,1
"Vải chất đẹp, với giá tiền này thì m rất hài lòng",1
Shop có nói tặng pin mà ko có,2
"Đóng gói chắc chắn, đẹp mắt",1
shop nch so cute!,1
"Sản phẩm ok nhưng giao hàng khá chậm, chấm 3s",0
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Đã giới thiệu mà mua thêm 1 đơn nữa,1
Chất lượng sản phẩm tuyệt vời nhung hoi rong shop gui nham size minh dat size s shop gui m,1
Sạc dự phòng hộp đã cũ và bị bóc tem từ lâu !!,2
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,1
Rep hời hợt,2
GIAO THIEU 2 BO DO,2
Có mùi vải rất hôi,2
"Khi mặc mình thấy đáy quần cứ lệch qua 1 bên, rất khó chịu",2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền,1
Sẽ còn ủng hộ shop,1
Nhưng phần cổ may chỉ đen trông hơi điêu,2
Sau đó không chuyển đợi quá 3 ngày KHÔNG THỂ khiếu nại trên Shopee đc nữa,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn san pham dep dang tien,1
Quá ưng ý shop ơi,1
Áo nhỏ hơn hình rất nhiều :((,2
"Gậy chắc chắn, điều chỉnh dễ dàng và kết nối bluetooth rất nhạy. 👍👍👍",1
"Mình quen mặc áo gọng mềm rồi nên khi mặc hơi đau, áo nâg ngực nhé",1
Chất vải tạm được,0
"hàng đẹp y hình, giao hàng nhanh",1
Ko đc sao nào hết,2
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.cam on shop,1
Ai không thích vải mỏng không nên mua,2
Hài lòng nha shop.mình chuẩn bị đặt thêm ạ,1
Tạm,1
"Cảm ơn b chủ shop đã tư vấn chuẩn, bé m vừa size m",1
Nách bị rộng,2
Áo vải rất đẹp nhé,1
Do hết size M nên lấy L hơi rộng tí xíu nhưng chất ok,1
Qua xau,2
Màu thì đẹp chất thun ok nhung hơi nhỏ và ngắn,0
Sp ok,1
Cạch mặt lần sau k bao giờ mua hàng của shop luôn,2
Có giảm nhưng uống vào người rất mệt và buồn nôn,0
Chất lượng sản phẩm kém,2
Chúc shop buôn may bán đắt.,1
Giặt xong là 2 bàn tay cũng đen theo luôn,2
Giá tận 175k nhưng ko ghi giá trên chai ko biết có khai khống giá không,2
"Đóng gói sản phẩm chắc chắn, giao hàng nhanh",1
Hỏi shop muốn đổi xuống sz nhỏ hơn thì shop tl 1 cách hời hợt cho qua,2
Ktra kĩ khi mang cho khách,2
Giao hàng cực nhanh trong vòng 2h đồng hồ,1
Áo chất mát lịm ạ,1
"Chất vải ko được đẹp, shop tư vấn nhiệt tình",0
Bụng so với mình hơi rộng,0
"Quần đẹp ạ, cho 5 sao vì sự nhiệt tình và đáng yêu 💓",1
Chất lượng sản phẩm tuyệt vời,1
"Hàng giao nhanh, đầy đủ phụ kiện, Rất đáng tiền",1
Mọi người hãy cân nhắc kỹ trước khi mua,2
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, rất ưng ý",1
Chọn màu 25 là cam nhưng khi test môi k co một chút gi gọi là cam cả,2
Màu y hình,1
Chất vải quá tồi,2
Cho shop 5 ⭐️,1
Mình sẽ ủng hộ nữa😋😋😋,1
"Nói chung mình mua 4 món đều hài lòng cả 4, cảm ơn shop nhé",1
Tks shop ạ,1
"Thời gian giao hàng hơi lâu, chất lượng phù hợp với giá tiền",1
"Áo đẹp như hình luôn, ưng lắm shop ạ 😘😘😘",1
K giống như clip lắm ạ 😟😌,2
Cbị kiếm mẫu khác mua tiếp híhiii Shop phục vụ rất tốt💜💜💜,1
Chỉ là vì shop ở Hà Nội nên giao hàng hơi lâu làm mình ở nhà ngóng quá trời luôn,1
Cotton len mềm mịn mát tay,1
Rất đáng tiền,1
Shop gửi sai màu,2
Ship siêu nhanh,1
Chất lượng sản phẩm ổn so với giá tiền,0
Đóng gói sản phẩm rất đẹp và chắc chắn,1
3 chiếc 1 chiếc bị rách :(,1
Mua lan 2 roi tc 10 cai Luon form ao va chat vai đẹp .Mn nen sắm cho minh mỗi màu 1 cái nhe,1
hơi rộng so với mình,0
"Chất lượng sản phẩm ok, đúng chuẩn như ảnh mẫu",1
Nói chung là xàm,2
"Atermia rất ok, ấp nở gần hết luôn 👍👍👍",1
Cảm ơn shop,1
Dùng code nên được giảm 50k trên tổng bill ^^,0
Cái quần màu vàng đậm mình k thik lắm,1
E vảo màu tím shop dao cho e màu đen,2
"Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt tư vấn rất nhiệt tình, rất ưng, đc tặng móc khóa nữa, Rất đáng tiền",1
"Form chỉ dành cho bạn 58kg đổ xuống, nchung tương xứng với giá tiền",1
Như shit ý,2
Mua là không trả được,2
"Áo đẹp quá, cảm ơn shop nha, còn c tư vấn nhiệt tình quá tr,🤩🤩🤩",1
Da Khô thoáng,1
"Giao hang rat nhanh, se ung ho shop lau dai",1
Shop phục vụ rất tốt,1
Rất đáng tiền,1
Shop gói hàng kĩ lắm,1
Giao hàng rất nhanh,1
Nhưng..,2
Mặc rất ôm,1
Áo đẹp quá ^^ tôn dáng lắm lun,1
Áo thun chất đẹp,1
Hàng chất lượng,1
"Mùi dễ chịu , vón cục rất nhanh và sạch",1
Hàng thất lạc ko nhận dc sản phẩm shop nhé buồn vận chuyển,0
Bạn chủ bán hàng nhiệt tình,1
Mùi hơi thơm quá,2
"Shop giao hàng không có tâm... nhặt chèn vào đơn hàng của mình chiếc áo cộc , trước khi đó đã nhắc shop rất nhiều lần vì cũng đọc đc feedback shop giao nhầm , Nt thì bảo gửi hàng lại cho mình nhưng vẫn không thấy . nt không thấy tl nữa . các b muốn mua số lượng nên lưu ý",2
Màu lai áo hơi nhạt,2
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,hang giong hinh va rat dep.se von ung ho nhiu",1
"Sản phẩm tốt, các bác nên mua",1
What the fuckss??,2
hàng gì như đồ mã hàng dởm mà đem rao bán trên SHOPEE Thiệt mất uy tín của Shopee,2
Mình Hài lòng với sản phẩm,1
"Mới dùng 1 ngày lót bên trong đã rách, phải cắt bỏ phần ngăn lót, nói chung chất lượng không tốt, giao hàng chậm",2
Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,1
"Đơn giản nhưng đẹp, form khá chuẩn 😘",1
Đường may rách,0
Không có gì để chê,1
Chất lượng sản phẩm tuyệt vời,1
Hài lòng với sản phẩm,1
Ko hài lòng,2
"Lần đầu tiên mua hàng trên mạng cảm thấy ưng ý, sẽ ủng hộ shoop dài dài",1
Mua lần 2 thêm 2 chiếc nữa,1
Da nhiều khuyết điểm thì k nên dùng,0
K quay lại lần 2,2
San pham duoc,0
Quá tốt so với giá tiền 10*,1
Chất lượng sản phẩm tuyệt vời rat dep,1
Dán khó và ko khít hẳn nhưng dc cái rất dính,0
Xài da không bóng,1
Giá cả chấp nhận được,0
Và hẳn đây là tai mèo,2
"Áo mặc đẹp, mặc lên cute hột me luôn, màu đẹp",1
"áo thì ngắn ,tay áo ống dài ống dài ống ngắn .Chất lượng sản phẩm rất kém",2
Hàng không đúng mẫu Shop phục vụ tạm được,0
Rất ok,1
Thời gian giao hàng rất nhanh Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
"Lần đầu mua hàng trên shopee cảm thấy rất hài lòng, đồ vừa đẹp, chất liệu tốt, không bị lỗi sản phẩm",1
Đúng size,1
Rất đáng tiền,1
"Chất cũng ok, nhưng áo bị sút chỉ đoạn cuốn bèo , lúc nhận hàng không để ý",2
Dẹp lắm,1
"Áo đẹp chất dày dặn, chị chủ tâm lý nhiệt tình",1
Áo k đc đẹp như hình :( tư vấn 75kg mà XXL mặc rộng cái XXL phải 90kg mới vừa quá :( mà thôi cho 4* khuyến khích,1
"Hàng giao nhanh, sản phẩm đẹp❤️",1
Nói chung vậy oke rồi lắm rồi,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
Lần này mua thất vọng,2
Áo vải mịn mà sai l to quá nữ mặc hơi rộng,0
"Dù mình là người rất khó tính tuy nhiên shop phục vụ rất tốt, rất chu đáo và uy tín cao",1
"5 Sao khích lệ, nên may cẩn thận hơn",1
"dáng váy mặc lên đẹp, chất vải bình thường, không được đẹp lắm. tuy nhiên với giá tiền như vậy thì chấp nhận được. người bán hàng nhiệt tình nên lỡ hỏi rồi, không mua không được với bạn ý",1
Nhìn thôi đã thích zòi...,1
Lên dáng ko đẹp như hình,2
"Ko giống như hình chất vải hoàn toàn khác, thất vọng quá",2
Chất lượng sản phẩm tuyệt vời,1
Chất lượng sản phẩm ok,1
Áo đẹp lắm nha shop... chất vải rất ok mà giá rẻ,1
Chất tượng phù hợp với túi tiền,1
Chất lượng sản phẩm tuyệt vời👍👍👍,1
"Nếu ngâm sẽ ra màu tí, còn giặt máy thì ko sao hết (m luôn giặt riêng đồ sáng màu nên ko sợ bị phai gì 😊)",1
"Chất k mịn, nhưng ok tạm được",2
Hàng đẹp 👍,0
Giày quá đẹp,1
Ok lắm nhé,1
Chất vải đẹp,0
Giao hàng nhanh,1
Ngoài chợ bán 35k nhưng lại đẹp hơn rất nhiều của shop,2
Like,1
Son đep thơm rất ưng,1
"Áo chất liệu vừa phải, dáng thụng mặc rất ưng",1
Hàng y hình,1
Đường may ok,1
Chất hơi mỏng nhưng đẹp,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền mak shop rep chậm nhak,0
Đường chỉ k quá thô,1
Phù hợp với giá tiền,0
Mọi người nên mua,1
"Chất cũng ok, nhưng mà dây giày khác với hình",1
Thời gian giao hàng rất nhanh,1
T trả lại bằng cách nào,2
Co dãn dễ chịu,1
Size nhỏ xíu,2
Giao hàng rất nhanh,1
Nói chung là tuyệt á ^^,1
"Có lỗi, áo bị rách một chút ở cầu vai, nhưng áo lại rất đẹp, vậy ok, mong shop chú ý hơn",2
"Âm thanh dở, dây đàn không đều",2
Chất da thích Rất đáng tiền,1
"Vải đẹp, có độ co giãn",1
Giày hơi dơ,2
"Sản phẩm giống hình, rất đáng yêu",1
Tuyệt hàng rất đẹp ik hình nhé yêu shop,1
Chất vải tạm được,0
Chất thì đc nhưng quần form nhỏ nên bị chật,0
"Vải oke chỉ may oke nhưng mình cao m65 mặc size M bị ngắn, Túi quần thì bị may bít lại",0
"Giao hàng nhanh, đóng hộp chắc chắn, đẹp như hình, dép êm chân",1
Đặt cho vui ko hy vọng gì nhiều với giá tầm 50k,1
"Áo chất đẹp, nhưng áo ngắn so với mình",0
Hàng hoa thì đều rất đẹp nhưng chỉ có điều mình mới mua nên dây đàn đánh thì nó ko đánh đc hay như đàn cũ của mình cho lắm,1
Nhỏ xinh và vừa vặn nên mình thấy ổn và đánh 5 sao,1
Chúc shop buôn may bán đắt nha,1
N trách ra nhá,2
Size L không shope,0
"Chất lượng tốt, giày đẹp .",1
Dây áo hơi dài,2
"Chất lượng sản phẩm tuyệt vời ,Shop phục vụ rất tốt, Rất đáng tiền ^_^",1
M mua 5 kiểu áo khác nhau nhưng áo nào vải cũng rất đẹp,1
Hahaha ko dám nhìn lại cái quần luôn Chất lượng sản phẩm rất kém,2
"Giao hàng nhanh, mình mới sử dụng sp2 ngày, thấy vắng bóng gián(dù vẫn còn)hy vọng là hiệu quả tốt :)",1
Ai phân vân giữa 2 size thì nên chọn size nhỏ,0
"Shop k trung thực gửi áo vá hai lỗ bằng hai lá cờ Anh, áo còn ẩm ướt khi đem đi giật lại rồi gửi cho khách",2
Nhưng quá rộng. 😂😂😂,2
Áo giống hình,2
Không được ưng ý cho lắm,2
Chất lượng sản phẩm tuyệt vời,1
Cầm gói quần áo mà như tập tài liệu :)))) bằng phẳng vuông góc,1
Chất lượng sản phẩm rất kém,2
"Mẹ mình k vừa size muốn đổi size lớn hơn chị chủ rất nhiệt tư vấn, có tâm lắm",1
Mình ko bít dùng cái này như nào,2
"rẻ, ổn, mặc vừa",1
sản phẩm chỉ có 5 vs 6 viên thật thôi còn lại là gỗ bình thường,2
"Áo mặc thoải mái, thoáng mát, hơi rộng một xí",0
Vải hơi mỏng nhưng ok,1
Được tặng móc khóa đẹp lắm luôn 😘😘😘😘😘,1
"Áo lỗi váy lỗi,đổi đc k shop",0
Thời gian giao hàng nhanh,1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn,1
Cái áo màu trắng tay áo hơi dơ xíu nhưng do chất lượng sản phẩm tuyệt vời nên đánh giá 5 sao ^^,1
B shop chu đáo nhiệt tình,1
Đi 42 toàn rộng mà 42 này chật wa,2
Shop bảo vải len nhưng nhận lại k phải,2
"Đặt thêm kem lau túi, lúc mở hàng thấy có cả khăn buộc túi và ví đựng card, mỗi tội ko biết buộc khăn như thế nào cả",0
Giao hàng nhanh.nhưng chất hơi kém.chỉ bị dúm,0
Giá cả hợp lý 👍,2
Vải dày tốt,1
Rất đáng tiền,1
Nhìn áo hơi cũ 1 chút nhưng vẫn vừa ý :)),0
"Chất lượng tốt, giao hàng nhanh, chủ shop thân thiện",1
Ưng lắm ạ,1
Túi nhỏ hơn so với mình tưởng tượng nhưng khi mình chụp hình túi mình mới hiểu :)),0
Hàng thật giá đúng,1
Tạm được sp tương đương với giá tiền,1
"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn",1
Giày đẹp,2
Nét đẹp,1
Rất đáng tiền Thời gian giao hàng rất nhanh,1
"Chất lượng sản phẩm kém .hk đág tiền ,mọi ng nên cân nhắc trc khi mua ,áo chất liệu như hàg 35k ngoài chợ đêm, mới đầu phục vụ tốt nhiệt tìh, sau khi mìh đáh giá 2* shop lại qay lại trách móc ng mua, thái độ hk xem trọg ng mua, e ns v thôi ms ng tin hay hk thì tì, lần đầu tiên e bức xúc đến như v",2
Thời gian giao hàng rất nhanh,1
"Áo sơmi vải đẹp, phí vận chuyển thấp. các bạn mua thì nên tham khảo shop này nhé",1
Hàng đẹp ko lỗi âm thanh cũng ok,1
Áo dày dặn phom đẹp đáng tiền,1
"Áo đẹp, vải đẹp co giãn thoải mái, mặc ôm người, giao hàng rất nhanh chóng, mình dưới tỉnh mà hơn 1 ngày đã nhận được hàng",1
Ngoài trừ việc vãi hơi mỏng nhưng cũng ko sao,0
Tay bó quá.K rộng như hình,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt,1
Rẻ và đẹp,1
Quan gen ma to qua chang gen bung dc,0
"Chất lượng vải nhiều nilon, nói chung là tiền nào của nấy",0
Hết hàng không thấy báo trước với khách,2
hàng đẹp lắm ạ,1
Cảm ơn shop nhiều,1
Đồ cũng đẹp phết,1
Áo mỏng nhìn cũng đc nhưng ko giống hình,2
"Tay áo bị lỗi, phải may lại ,nhìn chung giá tiền này ,chấp nhận chút ,ok hàng cũng o phiền",1
Sẽ ủng hộ shop nữa,1
"Túi nhỏ lắm không dùng đươc cho thùng rác, khác hẳn ao với hình",2
"Thời gian giao hàng chậm, vải ko tốt, mỏng quá",2
s Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt,1
Giao ko đúng màu.đặt màu hồng mà s giao màu gạch.ko OK lắm.chất vải thì ok,0
Quả không gọn không như mình tưởng phí tiền,0
"Chủ shop nhiệt tình, dễ thương...",1
Quần dài đẹp nhưng dợ bầu to ko mặc được.quần ngố rất mỏng mà còn đắt hơn quần dài,2
Màu vàng hơi tối,2
Ko tốt lắm,2
Cảm ơn shop,0
sp đẹp rất ưng ý,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh,1
"áo y hình, mặc xinh",1
"Chỉ có điều thích màu đô lại thành màu đen, hơn nữa phai màu quá",2
Phần hoa thêu đẹp,1
Giao hàng nhanh,1
Rất đáng tiền,1
Hơi rộng :((,0
"Sản phẩm hơi cứng, mang hai đau chân tí...Nhưng sp vậy là ok",0
"cảm ơn shop.sản phảm của bạn rất tuyệt vời,đóng gói rất cẩn thận.mình rất ưng.cảm ơn",1
Chất vải k đc đẹp là thun pha nilong nhiều k phải nỉ da cá như ảnh,2
Thank you very much 😊,1
Chất quần lần này khác mọi lần 😭,0
Sẽ ủng hộ shop 😊,1
Chất lượng khá tốt,1
"Không giống hình, from rộng mà hơi cộc",2
Chất lượng sản phẩm tạm được,1
Nhắn shop k lấy đá lọc thay bằng 4m dây ok r cho 2m dây thế thà lấy đá lọc cho xong,2
Hàng k như mình nghĩ,2
Đường may đẹp,1
"thời gian giao hàng quá lâu,tạm được",0
"Giao hàng siêu nhanh luôn ạ, mình mới đặt trưa hôm qua mà trưa nay đã nhận được hàng, bộ ngủ hình cute",1
Áo khác với hình,2
Có ghi chú shop 5 đen 5 xám rùi n vẫn gửi 10 đen😭😭😭,2
Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn,1
"Giá rẻ, chất lượng ổn",1
"áo vải đẹp mẫu đẹp giống so với hình , giao hàng nhanh , đóng gói đẹp và chắc !",1
Áo như hình😍😘😘😘,1
Áo màu đỏ bị rách nhiều,2
Hài lòng,0
mua 2 cái nhưng chất cái màu đen xấu hơn màu đỏ mà hơi rộng quá,0
"Sản phẩm đẹp,vải OK. hợp với giá tiền",1
Đóng gói sản phẩm rất đẹp và chắc chắn Phù hợp giá tiền phom đẹp lắm ạ,1
Rất ưng và đẹp,1
Hãy thử mag và cảm nhận,1
Ok Nhưng giao hàng hơi chậm,1
Sắm cho nhà mới đủ đồ lun,0
Mỏng tang,2
"Chất lượng sản phẩm tuyệt vời, mông 93cm mặc vừa luôn 😆",1
Sản phẩm tốt đóng gói cẩn thận hàng đẹp chất lượng oke,1
Quần cũng có vẻ chật hơn nữa:((,0
Thời gian giao hàng nhanh ❤,1
Vừa mặc đc 1 2 tiếng đã bị xù lông,2
"Thời gian giao hàng rất nhanh, nhưng vải không ok lắm",0
Chất vải tạm được,2
Chất lượng sản phẩm tuyệt vời..Màu áo ko giống hình,1
Làm ăn ko có tý uy tín nào,2
Nt shop k thèm tl,2
Co 6 * la cho lun roi,1
Cảm ơn sh Nhiu,1
Ko biết sử dụng thì ko biết thế nào,2
Áo mỏng và màu không đẹp như trong ảnh,2
"Quần rất đẹp giá lại rẻ.m, chủ shop rất nhiệt tình mình se mua lại nhiều lần nữa😊😊😊 Thời gian giao hàng rất nhanh",1
Áo êm lắm nha,1
"Giao hàng siêu nhanh, kẹo ngon lắm nè ^^",1
Giao thiếu cho mình 3 món hàng,2
"Chữ hơi to xíu, chất vải khá đẹp, so với giá tiền là rất phù hợp",1
"Tuy nhiên tiền nào của đo thôi, rẻ mà",2
"Vải đẹp, có điều shop tư vấn khong nhiệt tình",0
Tốt áo đẹp,1
Thời gian giao hàng rất nhanh Giá cả chấp nhận được,1
Ảnh với sản phẩm nhận đc khác nhau hoàn toàn,2
"Chất lượng sản phẩm tuyệt vời nhưng hơi rộng , có 40kg nên mặc quá rộng 😢😢",1
Thời gian giao hàng rất nhanh. hàng giống hinh. có gi ung hộ shop tiếp,1
"5 sao , free ship lại giá phải chăng nữa",1
"Mất thgian đổi trả của người mua, shop cần lưu ý sản phẩm thế nào thì nói y như vậy để tạo quy tín cho mình",2
Quan qua rong kg duong voi so ky,2
Đóng gói sản phẩm rất đẹp và chắc chắn.nv Giao hàng tận tình,1
Mình đã nhận được hàng,1
Mặc rất ok,1
áo rất đẹp,1
"Shop phục vụ rất tốt. mạng dùng rất ngon lành, đủ 12 tháng Rất đáng tiền",1
Hàng Dao khác với hình trên mạng,2
Chất vải đẹp,1
"Đóng gói sản phẩm từng cái, áo đẹp hơn hịn mình chụp tại lười diện lên người",1
Vải đẹp nhưntorng hình🤗,1
Yên tâm và sẽ ủng hộ shop lâu dài :))),1
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
Mh 46kg áo hơi rộng,1
Mỗi cái váy mình 1m63 mặc hơi ngắn 😂,0
Good good,1
Chất lượng sản phẩm tuyệt vời mình ốm hơi rộng tí thôi,1
"Mọi ng nên mua cái nà dùng lâu dài thay vì mua loại 8,9 chục xài đc vài lần rồi bỏ nàk",1
Lạp xưởng nạc nhiều vừa miệng rất ngon,1
Tks shop,1
Shop phục vụ kém mua sơn móng lựa màu gửi đàng hoàng rốt cuộc giao 6 chai chỉ có 1 màu Bây giờ hỏi lại shop tl cái rồi im luôn Chất lượng sản phẩm tạm được,2
Shop phục vụ rất tốt,1
