comment_id,content,label
57393510,"Người thấy được như bạn vậy rất ít. Phần lớn sẽ thấy không công bằng vì nó không xứng đáng với công sức tôi bỏ ra, và phần còn lại sẽ thấy là tại sao phải công bằng? Phải bình đẳng chứ."
57398282,"Xin đừng nói mức phụ cấp hiện hành từ 5-10 năm trước trở lại đây chưa phải là thấp, chẳng qua để đến bây giờ thì là quá, quá thấp"
57386810,"Rất đồng tình với ý kiến của Nguyên Bộ trưởng, ngành nào cũng vất vã tuy nhiên ai đã từng đến bệnh viện sẽ thấy sự vất vả của các y, bác sĩ như thế nào, tăng phụ cấp là xứng đáng!"
57389815,Phụ cấp trực của Bác sĩ nếu tính là làm ngoài giờ thì đã Vi phạm Luật lao động (tối thiểu 150%)
57389963,"Đồng ý ngành nào cũng vất vả cả , chỉ khinh doanh buôn bán tự do thì tư lo lấy thân và nếu phải tăng giá sẽ thành gian thương ."
57390459,"Có bác sỹ nào nghèo đâu. Bạn đi đến công trường xây dựng sẽ thấy sự vất vả của cán bộ công nhân ngành xây dựng, bạn ra đồng ruộng sẽ thấy vất vả cả bà con nông dân, bạn đi theo săn bắt tội phạm sẽ thấy vất vả và nguy hiểm của công an, Bạn đi đến những nơi làm đường những ngày nắng nóng mới thấy cái vất vả của công nhân cầu đường...."
57391115,"bạn đừng đem bác sỹ ra để so sánh với công nhân lao động chân tay được, bác sỹ có thể lao động chân tay khi cần thiết chứ còn công nhân nông dân có làm được bác sỹ không???"
57391514,"Tôi NVYT, có thể bắt tội phạm, có thể cày, có thể khuân vác hồ được, học không lâu. Còn bạn ốm đau thì nhờ những người bạn kể khám bệnh cho bạn nhé, chỉ là chờ học học xong BS và có được Chứng chỉ hành nghề thì hơi lâu thôi."
57392194,"Bạn ơi nghành nào cũng có cái vất vả là đúng.Nhưng đặc thù nghành GD, Y khác so với những việc mà bạn nêu trên.Bác sĩ khi cần có thể đi xây, đi đắp đất, làm đường, . .. chứ có anh thợ hồ nào dám tự nhiên vào cầm dao mổ đâu."
57392943,"Bạn ơi, tôi ra viện tư khám chữa bệnh, ngoài số tiền nộp ở bộ phận kế toán, tôi hoàn toàn không mất thêm 1 chi phí không chính thức nào ở khác khoa phòng. Họ phục vụ tận tình, nhẹ nhàng."
57394177,Bác sỹ cho đi hàn có làm được không? Cho đi xây có làm được không? Cho đi bắt tội phạm có làm được không? Cho đi làm đường có làm nổi không?
57394819,"Bạn nói vậy cũng không đúng. Những bác sĩ cầm được dao mổ thì cũng tương đương như kỹ sư trưởng ở công trường. Bác sỹ có thể đi phụ hồ nhưng không thể làm kỹ sư trưởng hay kỹ sư giám sát ở công trường... Kỹ sư xây dựng, cầu đường có thể làm những việc đơn giản trong bệnh viện như hộ tá... chứ không thể cầm dao mổ. Vậy có vai trò có khác gì nhau đâu."
57396051,"Bạn chưa hiểu làm thế nào để 1 BS có thể khám chữa bệnh nên so sánh chưa đúng là đương nhiên. Bài viết đã nêu ra khá chi tiết việc 1 BS cần có để ra trường, đủ điều kiện khám chữa bệnh là 8 năm, trong khi đó các ngành khác là chỉ 4 năm. Khác biệt rất lớn ở chỗ đó. Thực sự thì không dưới 10 năm, cái này ngoài lề nhé. Còn đủ để mở phòng mạch là 12 năm, và trong khi khám chữa bệnh phải duy trì học bổ sung chứng chỉ, nếu không sẽ bị đình chỉ chứng chỉ KCB nhé."
57399319,"rồi khi bạn bị bệnh, bị chấn thương thì bạn nhờ tới ai?? Có sức khoẻ là có tất cả và ai là người chăm sóc sức khoẻ cho xã hội??"
57403787,"Tôi nói thế này cho dễ hiểu bạn nhé. Ngành này đi làm, đi trực có tiền không? Ngành này là các bạn tự chọn hay ai ép các bạn? Khi bạn chọn đi học để làm nghề các bạn có biết không? Khi không phù hợp có ai ép các bạn phải làm tiếp không?"
57427126,"Khi không phù hợp có ai ép các bạn phải làm tiếp không? - Bạn nói hay lắm nhưng khi họ nghỉ làm để chuyển sang nơi khác có thu nhập tốt hơn thì xã hội lại nói họ không có y đức, không thương bệnh nhân nghèo"
57429313,Có thể có người nói vậy nhưng đó là những người không hiểu biết và cũng là số ít. Không ai có quyền ép người khác hy sinh cho mình cả. Ngành nghề khác cũng vậy.
57430645,bạn cứ vào các bài mà bác sĩ nghỉ việc xem những cmt như vậy là số nhiều hay số ít. Bạn nói không ai có quyền ép người khác hy sinh cho mình thế thì tại sao lại không vui khi bác sĩ kêu ca về lương trong khi họ đối mặt với nhiều tình huống thập tử nhất sinh
57430947,"ai cũng suy nghĩ như bạn thì ai làm bác sĩ nữa, đứng trước sự sống với cái chết nó là cả bài toán đau đầu của bác sĩ chứ như các ngành nghề khác thì đã dễ, nghĩ sâu xa chút đi bạn ơi."
57433114,Thì cứ không có người làm thì giá dịch vụ lại tăng cao lên. thế là lại có người học và làm thôi. Thị trường mà. Cái đó tôi thấy dễ hiểu mà. Khác gì được mùa mất giá mà được giá mất mùa đâu. thị trường cứ tự điều chỉnh như thế.
57433609,"không kêu ca như thế thì giờ này làm gì có câu chuyện tăng mức phụ cấp, tiền trực cho các bác sĩ??"
57453480,bạn không thích BS nhưng có bao giờ bạn nghĩ rằng một ngày nào đó nằm trên giường bệnh thập tử nhất sinh bạn có gọi kỹ sư xây dựng vào để mổ cho bạn không ???
57386989,Bác sỹ và nhân viên y tế xứng đáng được trả lương cao nhất.
57387608,"Không cần trả hơn đâu bạn, chỉ cần lắm là trả xứng đáng với công sức bỏ ra thôi là mừng hết lớn rồi. Ai cũng làm vì chén cơm thôi."
57387950,"Lương ngành y, ngành giáo dục, bộ đội bao nhiêu cũng xứng đáng. Vì đó là 3 cột trụ của một quốc gia."
57389192,"Tại sao người học ngành Y phải có lời thề hippocrates? nó khác các ngành khác cũng là vì cái đó, chứ còn kiếm cơm thì làm ngành nào chả kiếm cơm được, còn kiếm nhiều hơn là học ngành Y. Các nói của bạn thì phủ định những giá trị cao đẹp khi cứu người của y bác sĩ, cứu người chữa bệnh nó khác sửa 1 cái xe oto."
57390042,"Làm bác sĩ thì cứu được trăm người, còn nếu muốn nói cứu được nhiều người nhất thì phải kể đến nhà khoa học, nhà nghiên cứu chế tạo ra thuốc vác xin...lính cứu hoả sẵn sàng hi sinh để bảo vệ người khác.Nên nghề y cũng chỉ là một cái nghề để lựa chọn mà thôi"
57390252,"Chắc bạn không làm việc trong ngành Y, nên bạn không hiểu được ý mình nói đâu. Không ai cứ phải hy sinh mãi được, quyền được mưu cầu hạnh phúc là quyền cơ bản của con người, có ghi trong hiến pháp."
57390390,Kinh tế không mạnh thì lấy đâu ra trả cao? Trước nhất phải thu đủ thuế và minh bạch quản lý thuế để có tiền trả cho đội ngũ làm công ăn lương xứng đáng.
57393361,Nếu bạn muốn làm giàu thì nên chọn nghề buôn bán không nên chọn nghề y - trích dẫn lời của thầy thần y Hur Yun - phim điện ảnh Hàn Quốc ra mắt năm 1999
57394843,Không xứng đáng thì có thể nghỉ mà. Ngành nghề gì cũng theo thị trường hết. Chứ biết thế nào là xứng đáng thế nào là không xứng đáng.
57395008,"Lời thề đấy thì liên quan gì đến việc cần phải trả sòng phẳng cho nvyt theo đúng tính chất công việc và trách nhiệm của công việc vậy. Bác sĩ thì cũng phải ăn cơm, con bác sĩ cũng vẫn phải uống sữa."
57395863,Và mong muốn của người làm y tế VN hiện nay là được trả lương theo đúng năng lực và mức độ trượt giá đồng tiền. Chả ai dám hy vọng giàu từ đồng lương nhà nước. Trích dẫn thì nên suy nghĩ thực trạng trước.
57396308,"Vậy theo bạn thang đo năng lực đối với bác sĩ là gì để trả lương: bằng giỏi khi ra trường, số lượng bệnh nhân được điều trị khỏi trong một năm, kỹ năng khám bệnh được đánh giá theo đúng với nhận xét của một bác sĩ lâu năm hay sự hài lòng của bệnh nhân sau khi chữa bệnh để làm căn cứ trả lương (phải biết sản phẩm đó là cái gì để dựa vào đó trả lương chứ). Mình cũng làm trong ngành y đó bạn. Rất vui được biết ý kiến của bạn"
57399863,Dễ thôi. Theo quy luật kinh tế thị trường khi đánh giá một năng lực. Phần trăm thu nhập trích ra từ số lượng BN đến với người BS đó. Bv tư làm lâu rồi.
57401000,"Đúng vậy, chả ai muốn người khác thiệt thòi vì mình, sẵn sàng trả đủ trả thừa luôn, nhưng vấn đề là nhận lại được gì, tôi chưa bao giờ sử dụng bảo hiểm y tế, nhưng lần nào phải đi khám bệnh cũng mang về cục tức."
57413227,"Nếu bạn đã biết nói như vậy mà bạn còn so sánh ai là người cứu nhiều người nhất thì rõ ràng bạn đã tự mâu thuẫn với chính mình rồi! Cái ý tôi muốn nói để bạn hiểu là không thể xem ai quan trọng hơn ai, không thể so sánh ai cứu người nhiều hơn ai bởi vì tất cả các ngành nghề giai cấp trong xã hội đều có quan hệ liên đới với nhau có nhân có quả cả."
57426282,"Đó là do bạn nói thôi. Chứ tôi thấy ngành y nó cũng như các ngành nghề hợp pháp khác. Và đều có chức năng nhiệm vụ riêng. Ai có đủ trình độ, sở thích, mong muốn thì học ngành đó hoặc ngành khác. Chứ tôi thấy các bạn cứ thần thánh hoá. Bệnh viện giờ công cũng có, tư cũng có. Bác sỹ, y tá cũng làm ở những nơi đó. Và cũng cạnh tranh trên thị trường. Chúng tôi thấy chỗ nào giá hợp lý, chất lượng đảm bảo thì vào không thì qua chỗ khác. Có vậy thôi. Chứ ngành nghề nào cũng có đặc thù."
57427008,"1. Cụ thể đi bạn, đừng nói chung chung kiểu đấy. Ngành khác là ngành nào? Qua chỗ khác là chỗ nào? Để sang được viện tư, sau khi học xong phải mất thêm x năm (cchn + ck1), chưa kể người ta ko tuyển người ít kinh nghiệm."
57432854,"Tôi cũng đồng ý như vậy. Không cần phải giải thích chi tiết tại sao phải như vậy, đa số quốc gia trên thế giới đều trả lương cho nhân viên y tế rất cao so với mặt bằng chung. Ai ganh tỵ thì cứ việc thi vào trường y để làm bác sĩ."
57440165,Thì bạn có quyền nghỉ mà. Tìm chỗ khác. Không ai ép ai làm gì cả. Còn chỗ nào cũng vậy thì là do mặt bằng chung nó thế. Hoặc năng lực của bạn chỉ được thế nên họ chỉ trả thế thôi. Trước khi chọn ngành nghề để học thì phải tìm hiểu chứ.
57445786,Vậy sau đợt dịch hơn chục nghìn nhân viên y tế nghỉ có ảnh hưởng gì đến xã hội không? Cụ thể là gì bạn? Chứ tôi thấy chẳng vấn đề gì cả. Người này nghỉ thì có người khác phù hợp hơn làm. Xã hội này chẳng có ai không thay thế được cả.
57386134,"Ủng hộ hai tay hai chân nếu và nếu như có quy định cấm tất cả những thu nhập không công khai, các khoản lót tay bồi dưỡng, phụ trội, hay tiền phục vụ nhận trực tiếp từ bệnh nhân và gia đình mà không qua hoá đơn chính thức."
57394459,"Mình thì tin sinh viên trường Y sẽ biết các kiến thức về giới tính, quan hệ tình dục an toàn lên chắc có quan hệ, sống thử cũng ít phá thai hơn các trường khác."
57400384,XIN ĐỪNG THƯƠNG MẠI HÓA Y TẾ VÀ GIÁO DỤC...
57425443,"Tất nhiên là có quy định cấm rồi, có thể làm chưa nghiêm thôi. Chứ làm gì có đơn vị nào dám cho phép những khoản đó."
57358613,"M thấy về lương thì công chức đa số tương đương nhau nhưng về thưởng thì nghề giáo quá bèo. Tiền tết chị dâu m đi đo đồng hồ nước còn được 20tr, chị gái m công nhân được lương tháng 13, em chồng m bác sĩ 20tr, chồng mình công chức đưa vợ 18tr( còn thực bao nhiêu k rõ), m gv mấy năm nay có khởi sắc được 2tr, k đủ tiền mừng tuổi"
57359109,Bạn được 2tr là ngon rồi
57359185,Vậy bạn cũng nên nhìn thẳng là các ngày lễ khác ( kể cả ngày tết) giáo viên có được phụ huynh hs  thưởng  không? Bạn tôi làm gv mỗi ngày lễ như 20/10. 20/11 . 08/03 đều được nhận quà k dưới 10tr ( Tôi k nói tất cả giáo viên vì có những người sẽ k nhận quà hoặc ở miền núi thì k có hiện tượng quà cáp)
57359447,"vợ mình công chức của 1 sở ở tỉnh lẻ cũng chỉ được thưởng Tết 2tr, có năm còn không có, thậm chí không có cả quà Tết đây bạn. Nếu tăng đãi ngộ phải tăng đều, đến từng công chức, chỉ số ít công chức đc như ck bạn thôi"
57359483,Khi nhìn 1 vấn đề phải nhìn tổng thể chứ không thể nhìn vào trường hợp cá biệt.
57359716,"Tổng thể (ý là đa số ) thực tế cuộc sống các gv có được nhận quà ngày lễ tết hay k thì ai cũng có câu trả lời, còn nói về trường hợp cá biệt thì chính bạn Song Nhi kể chuyện chị dâu đi đo đồng hồ nước còn được 20tr, chị gái công nhân được lương tháng 13, em chồng bác sĩ 20tr, chồng công chức đưa vợ 18tr thì mình phản biện. Bạn có chắc TỔNG THỂ ngày Tết công nhân đều nhận lương tháng 13, công chức dc thưởng 18tr, cô đi đo đồng hồ nước dc 20tr k?"
57360212,Người viết đang so sánh giáo viên công lập và giáo viên trường tư. Tôi vừa đọc đâu đó lương giáo viên trường tư tại HN dao động từ 15-45 triệu
57360504,"Thế bạn nhìn bộ đội chưa , thưởng tết trích từ quỹ đơn vị ngon thì 500k/ng, + thêm 4 cái bánh chưng tiêu chuẩn và tiền ăn ngày tết mang về, chỉ biết nghĩ về mình thì còn khổ dài"
57360511,"b so sánh buồn cười thật. Thế giáo viên được nghỉ 3 tháng có lương nghề khác có được không? mấy ngày lễ 8.3,20/10,20/11 bạn k tính à?Giờ giáo viên tăng lương so với mặt bằng cũng khá cao rồi đó. Nêm bớt khóc giùm. Làm lương văn phòng lương cũng bèo nhèo người ta có kêu không."
57360552,"Bạn không hiểu thế nào là làm công ăn lương. Trên thế giới rất ít ông chủ, chủ yếu là làm công ăn lương thôi."
57361276,còn thực bao nhiêu k rõ - Cái này cần phải làm rõ ngay nhé!!
57361382,"Ban đang nói đến giáo viên thành phố thôi. Công nhận giáo viên ở thành phố nhiều quà thật. Nếu dạy thêm được thì còn giàu nữa. Còn đại đa số lương nhà giáo là thấp so với công sức họ bỏ ra. Các bạn nhìn thấy thời gian họ dạy trên lớp thì các bạn bảo làm ít. Nhưng về nhà họ còn phải mất rất nhiều thời gian soạn bài, chấm bài, giải quyết các vấn đề đối với học sinh...Tính ra họ làm nhiều đấy"
57361404,Nhưng mà lương sĩ quan quân đội mỗi tháng cao hơn GV vài triệu. Tính thu nhập cả năm (bao gồm cả thưởng) thì quân đội vẫn cao hơn kha khá đó bạn.
57361411,"sao 3 tháng nghỉ hè chơi không, đi du lịch thoả sức thì không thấy kêu ca nhỉ"
57361750,"ở ĐH không có SV nào tặng gì luôn nhen bạn, ngày 20/11 vẫn đến lớp như thường, 1 bông hoa giả còn không có nữa là...."
57361770,công chức ở đâu 18tr để m xin chuyển việc với.
57361852,"Muốn tăng lương giáo viên cần giảm bớt nhân sự trung gian trong hệ thống giáo dục (đông quá), tăng số tiết dạy của giáo viên lên (từ 10 h/tuần lên 30h/tuần), sách giáo khoa điện tử để tránh độc quyền sách"
57361922,"Tất nhiên nghề nào cũng có vất vả áp lực riêng, nhưng nếu mà để kể ra thì quân đội họ liên quan đến sức khỏe, tính mạng, và k có khoản thu nhập mềm như một số giáo viên, lễ tết nhiều khi phải trực chiến... Và quan trọng nhất trên này k thấy ông bộ đội công an nào kêu vất vả với lại lương thấp cả còn giáo viên thì lại có 1 số người!"
57361983,"Ngành nào cũng phải làm đủ 8 tiếng, ngoài giờ còn phải tự bỏ tiền tham gia các lớp bổ túc. Nhà giáo cùng lắm lên lớp 10h/tuần, chấm bài và các việc khác tối đa 10h/tuần nữa còn lại nghỉ, thêm 3 tháng nghỉ hè, nghỉ tết 2 tuần, nghỉ phép 2 tuần"
57362014,"đại học người ta tổ chức tặng theo tập thể và có thể có cá nhân nhưng số đó ít hơn thôi, còn bảo ko có thì bạn nên xem lại"
57362146,"Công nhận với bạn ĐH thì giảng viên ít dc tặng quà chứ k dc tặng hoa nữa thì là ĐH kiểu gì rồi, nhưng bạn nhìn đi phải nhìn lại giảng viên nhận lương giờ hành chính nhưng ngày họ đi dạy mấy tiết ? và thời gian k phải lên giảng đường ( nhưng vẫn dc tính lương) đa số họ sẽ đi làm nghề tay trái , đó cũng được coi là  quyền lợi chứ nhỉ!"
57362975,"Thế bạn được 70% đứng lớp, 30% thâm niên nghề (nếu làm 30 năm) hằng tháng thì sao không kể? công chức họ chỉ có 30% công vụ thôi, kém bạn 70% đứng lớp nhiều lắm, nếu bạn đang dạy ở trường, họ tăng cường bạn làm chuyên viên của Phòng bạn sẽ biết mất bao nhiêu lương mỗi tháng, và khi về hưu thì bạn hơn cán bộ, công chức phần thâm niên nghề kia rồi."
57363253,Ngành An ninh quốc phòng có thang bảng rương riêng không tính vào nhé bạn. lương của họ cao hơn rất nhiều so với Công chứ vì đặc thù ngành.
57364287,"Số tiết hiện tại giáo viên người ta đã đầy người bị bệnh về dây thanh quản, về phổi rồi. Bắt người ta nói gấp 3 lần lên mới chịu."
57364304,"Ai tổ chức tặng theo tập thể? Lớp à? Nguyên thời tôi đi học ĐH, tôi chưa thấy lớp nào tặng cả, ngay cả 1 bông hoa. Trường tôi là trường lớn ở miền Nam nhé :D"
57364595,"bạn ơi giáo viên trường tư, họ áp lực vô cùng bạn ah, so sánh khập khễnh."
57364641,"khi họ là sỹ quan, trách nhiệm họ nhiều hơn, bạn đi so sánh công nhân - trưởng phòng, gv - hiệu trưởng, buồn cười thật. ngay cả 2 công nhân cùng làm, năng suất, vị trí khác nhau, lương đã khác nhau rồi. chính vì vậy trường thực nghiệm hay trường bình thường, đã thu hút học sinh khác nhau đó bạn ah"
57364734,"bạn nhớ, quy định đâu đó loanh quanh giáo viên 15 tiết/01 tuần, cấp 1 thì hầu như ngày nào cũng có mặt, nhưng không phải từ sáng tới chiều, bận thì không quá, rảnh thì chẳng phải, nói chung tranh thủ thì được, còn nhà xa thì chịu, nhiều thầy cô giáo, day xong tiết của mình vẫn về phụ vợ - chồng việc này việc nọ,... không thì dạy thêm 1-2h là làm được, còn tổ chức được hay không tuỳ giáo viên."
57364806,"Hehe. Thế bạn có biết sv ra trường đi dạy sau khi tăng lương là bao nhiêu k? 6.5t đó nhé, vậy so với công nhân pt thì cao ko? Còn các thông tin tác giả nói rồi nhé ko có hè như bạn nghỉ đâu. Còn đừng lấy gv lương cao khi người ta đi làm trên 30 năm và về hưu tính bằng ngày mà nói cao nhé. Vậy bạn hổng hiểu gì cả."
57364838,Hehe. bạn nghỉ thế thì vào đi dạy để dc nghỉ 3 tháng nhé.
57364876,Nhà nước không trả không cho bạn ngồi chơi đâu. Tại sao có quy định chuẩn về tiết dạy cả rồi nhé. T.g làm việc theo chuẩn luật lao động rồi. Công chức viên chức làm việc 40h/ tuần nhé. Ko có chuyện ít hay nhiều nhá.
57364981,Gv hơn cc chỉ là pc thâm niên thôi. 1 năm dc 1% từ năm thứ 6 mới dc nhé. để dc 30% thì sắp về hưu rồi.
57365092,"Cá biệt nha bạn, ko phải trường nào cũng giàu đâu bạn, cấp 1 thôi cấp 2, 3 thì hiếm có như vậy nha"
57365131,"Mình không phải giáo viên bạn à. Cán bộ công chức khác không nghỉ hè thì có nghỉ phép, và cũng được hưởng lương những ngày phép đó bạn. Như mình được nghỉ 17 ngày phép/năm. Bạn nêu giúp mình làm văn phòng ai đạt được tầm như Khổng Tử, Mạnh Tử, Trang Tử, hay thầy Chu Văn An."
57365142,"Giáo viên không hẵn nghĩ 3 tháng hè nha bạn, trong hè giáo viên vẫn được điều động lên trường vài ngày, còn trong năm giáo viên không có 12 ngày phép đâu nha bạn"
57365316,Tôi năm nào cũng được thưởng tết 300.000 ngàn.
57365829,"Bạn cho mình hỏi ngành nghề nào về nhà không phải mất thời gian chuẩn bị, thời gian tìm hiểu thông tin, trau dồi kiến thức ngành nghề, ko phải giải quyết các vde phát sinh... tính ra cũng làm nhiều đấy chứ ko phải về là xong hết việc đâu. Nghề nào cũng cần cân đối thời gian để có thời gian cho gđ và bản thân hết ạ"
57366128,Tôi đang trả lời bạn ở trên so sánh nghề giáo với nhân viên văn phòng. Bạn hiểu ý chứ. Tôi không so sánh với nghề khác.
57366136,"Bạn nên tìm hiểu thêm xem ngành nào, mấy ông nào lưu danh sử sách và công hiến nhiều cho sự phát triển của nhân loại. Tìm hiểu đặc thù các ngành nghề, các công việc mà bạn cho là hết 8 tiếng là về và công việc đơn thuần, lặp đi lặp lại rồi sẽ khẳng định nhé."
57366273,"Chị dâu mình cũng trong ngành này và cũng nhiều thời gian tranh thủ làm việc khác, nói chung là nhiều thời gian hơn là mình làm việc tự do."
57366382,Bạn có biết công nhân mới vào làm lương bao nhiều ko? Có biết họ làm thêm bao nhiêu h thì mới được lương 6.5 triệu ko? Đi làm mấy chục năm xong về hưu họ nhận lương hưu bao nhiêu ko? Và số lượng người nhận lương hưu là bao nhiêu % không? Bao nhiêu công nhân đi làm không được đúng quyền lợi tối thiểu là BHXH ko?
57366817,công chức xã ko có 1 xu thưởng tết luôn
57367665,"Nghề nào cũng là cả bầu trời tri thức cả k chỉ mỗi nghề giáo viên, nên bạn đề cao nghề giáo phải vất vả tìm tòi học hỏi tri thức là chưa hợp lý. Còn mình đồng ý với bạn là gv ngoài việc dạy nghề còn dạy cách làm người, thế mới có những học sinh thành đạt quay lại tri ân thầy cô của mình còn nghề khác thì k dc như vậy. Bạn ca ngợi Khổng Tử, Mạnh Tử nhưng bạn đang quên rằng rất nhiều nghề cũng có những tượng đài cao quý"
57367702,"Nhưng bây giờ thu học phí cấp 1 trường công để trả cho giáo viên thì lại nhiều comment lại so sánh với Mỹ, Châu Âu, Nhật, Hàn cho xem."
57367733,"Ngày 08/3, 20/10 thì tất cả phụ nữ đều được quà chứ không chỉ là giáo viên mới có. Đừng đánh lạc hướng vấn đề nha!"
57367758,"Thầy cô giáo không chỉ làm việc vào lúc lên lớp, họ còn rất nhiều việc khác như soạn bài, chấm bài, dạy phụ đạo, tiếp phụ huynh, tổ chức sự kiện, tham gia các phong trào thi đua... Vào mùa hè, trên danh nghĩa là được nghỉ, nhưng hiếm khi trọn vẹn vì giáo viên thường tham gia học bồi dưỡng nghiệp vụ, và các hoạt động hỗ trợ cộng đồng như tiêm chủng, trực trường lớp, trông thi, lao động công ích, dọn dẹp..., đọc hết bài chưa mà bảo giáo viên được nghỉ 3 tháng hè?"
57368279,"Kể cả là k nghỉ trọn vẹn 3 tháng hè( cứ cho là nghỉ 1 tháng đi) thì cũng là nghỉ hưởng nguyên lương, bạn cố tình quên cái vế  hưởng lương phía sau ak? các hoạt động hỗ trợ tiêm chủng, trông thi đều có phụ cấp nhé, mà kể cả k phụ cấp thì vẫn là làm trong thời gian hưởng lương ( mình phải nhấn mạnh lại chi tiết hưởng lương lần nữa vì hình như bạn cố tình quên"
57368617,"ý kiến rất thiết thực, nhiều khi tôi cũng đang tự nghĩ năm 2005 tôi dạy hợp đồng có 350k/tháng mà chẳng thấy ai ghen tỵ gì"
57370224,"Sử dụng đủ ngày 8 h thì thoải mái, tối về nghỉ, hè nghỉ, tết nghỉ... lương nhận đều. Tôi cũng là GV đây. Bớt kêu ca đi."
57370426,"Mình gv thpt, mỗi cái tết chỉ 500k, cả chục năm nay vẫn như vậy!"
57370459,"trường chuyên biệt mới có 70% đứng lớp bạn nhé, thâm niên 30% là sắp về hưu rồi đấy."
57370785,"Đọc comment của bạn và Nguyễn Trung Đức mình phát hiện ra làm giáo viên vừa sướng vừa giàu. Các bạn nên ứng cử vào UBND TPHCM, giúp giải quyết tình trạng thiếu GV của TP là rất tuyệt."
57370871,Thế bạn không nghĩ tỷ lệ khoảng 40% người dân vn là làm nông nghiệp họ có lương không? có thưởng không họ vẫn phải đóng học phí cho con đi học.
57370927,"Thế bạn có biết quà cáp của giáo viên vào mấy ngày lễ do gì mà có không, do gv lương thấp cần sự hỗ trợ của xã hội đó. Bạn có biết bên tư nó sao ko, bạn mà nhận là bị đuổi việc ngay. Việc nhận quà này nó thành thông lệ r, nhìn vào thì rất nhức mắt nhưng ai cũng tặc lưỡi bỏ qua vì mấy cô mấy thầy cũng khổ, thử mà trả lương 30 40tr mà vẫn nhận quà xem, có bị cộng đồng tế sống không?"
57372025,Biết bao nhiêu người công nhân có biết tính toán tiền lương để nuôi thân. Có tiền để lập gia đình rồi nuôi con. Về sau này mỗi lần tôi đóng góp quỹ gì mà không thể thay đổi được cái là tôi lại nghi là hãy cho đi để người khác có cơ hội sáng tao
57372040,Theo Thông tư thì nghỉ có 02 tháng thôi bạn. HS được nghỉ 03 tháng thì đúng.
57372050,Hình như sai rồi đó bạn. Bạn có thể tham khảo tại tiểu mục 1 Mục II Thông tư liên tịch 01/2006/TTLT-BGD&ĐT-BNV-BTC để biết thêm về mức phụ cấp của GV bạn nhé.
57372070,"Theo chương trình GDPT 2018, bạn vừa dạy vừa chấm bài được là bạn giỏi lắm rồi đấy. Like"
57373364,"GV k sướng k giàu nhưng cũng thuộc dạng thu nhập khá và ổn định trong xã hội vì thế các nghề khác k kêu thì Gv cũng k nên kêu nhiều, nói cái gì cũng có lý thì mới nói chứ kiểu như bạn thì thôi"
57373409,"Bạn bảo do lương gv thấp cần sự hỗ trợ của xã hội nên mới sinh quà cáp thì chắc bạn nhầm, phụ huynh quà cáp là thể hiện sự biết ơn, sự gửi gắm chứ k phải  thấy thầy cô khổ nên hỗ trợ ít tiền , kể cả gv 30 40tr thì phụ huynh họ vẫn sẽ quà cáp thôi. GV cũng là làm công ăn lương như mọi ngành nghề khác, cũng đã được nhà nước quan tâm, vậy đừng nên kêu ca nhiều mới phải"
57373492,"Cái việc bạn cần cái ngày 20/11 hay k tôi k bàn đến, tôi đang nói thực tế là có hiện tượng quà cáp và tôi cũng k tị nạnh vì nghề nào có đặc thù riêng nghề ấy, vấn đề ở đây là rất nhiều gv lên kêu ca về lương k bằng các nghề khác trong khi mặt bằng lương gv là khá chứ k thấp, nhiều gv kêu làm vất vả phải thức 1-2h sáng soạn bài, vậy thì nhìn vào thực tế xem thu nhập, công việc gv ấy có đến mức nthe k"
57374076,"Bạn nói rất nhiều nghề cũng có tượng đài của mình. Vậy để được lên mức tượng đài đó, chắc họ cũng phải có nhiều người thầy. Chẳng ai giỏi cái gì đó đều không có thầy dạy của mình."
57374358,"Bạn nói đúng ở chỗ ai muốn giỏi cũng cần có người thầy, nhưng bạn lại quên k phải  người thầy nào cũng làm nghề giáo viên!"
57374524,"Uh thì nhìn vào thực tế xem hiện tại TPHCM thiếu GV kia bạn, mà gần như năm nào cũng kêu thiếu mấy ngàn. GV như bạn nói, sướng thế mà không ai chịu làm, không biết nghĩ sao nữa. Bạn nên tuyên truyền nhiều vào cho anh chị em, bà con xung quanh biết mà chọn nghề GV cho nó nhàn, mà lại nhiều tiền."
57374552,"Nhưng giáo viên là đại diện tiêu biểu nhất của chữ Thầy. Chẳng phải từ lúc bạn biết đọc biết viết, biết tính toán thì người thầy dạy bạn những kỹ năng cơ bản đó là Giáo viên."
57374927,"Thế bạn lại k cùng quan điểm với tôi rồi, cái kỹ năng cơ bản đọc viết cộng trừ là cái phổ thông, còn để lên tầm tượng đài thì lại là chuyện khác, giờ bảo các nhà phát minh như Edison , Tesla .. thành công là nhờ giáo viên dạy họ biết đọc biết viết mới có thành công như vậy, theo bạn có lý k?"
57374983,"Thật ra đa phần giáo viên họ cần 1 đời sống ổn định là được, vì giáo viên không chỉ cần dạy giỏi mà còn đạo đức phải tốt, mà chạy ăn từng ngày thì khó đạo đức tốt lắm vì phải bon chen. GV mà không đạo đức thì người làm mọi ngành khác ... khả năng cao bị ảnh hưởng từ nhỏ cũng khó mà tốt."
57375261,"Bạn ạ! Một giáo viên có tâm với nghề sẽ không thế đâu. Còn giáo viên mặc kệ học sinh, làm việc chấm chơ thì sẽ có nhiều thời gian."
